time,lead_ii,pulse_reference,respiration_belt
2.845833,0.035749,0.104281,-0.832104
2.850000,0.013945,0.099340,-0.819383
2.854167,0.022949,0.090099,-0.835971
2.858333,0.020208,0.091703,-0.840284
2.862500,-0.014464,0.110940,-0.824888
2.866667,-0.001639,0.109180,-0.827394
2.870833,0.012523,0.138075,-0.834149
2.875000,-0.010334,0.115599,-0.826180
2.879167,-0.013110,0.144801,-0.844477
2.883333,-0.033766,0.147339,-0.845300
2.887500,-0.033391,0.129334,-0.840415
2.891667,-0.022056,0.147312,-0.856231
2.895833,-0.036171,0.151717,-0.839411
2.900000,-0.027378,0.147767,-0.863138
2.904167,-0.004633,0.153591,-0.875613
2.908333,-0.048457,0.137138,-0.865232
2.912500,-0.063241,0.144167,-0.881936
2.916667,-0.017749,0.145192,-0.873551
2.920833,-0.020629,0.137480,-0.885508
2.925000,-0.048416,0.125383,-0.874092
2.929167,-0.059338,0.129092,-0.881805
2.933333,-0.030450,0.132976,-0.871396
2.937500,-0.020170,0.123887,-0.881551
2.941667,-0.022040,0.142482,-0.899487
2.945833,-0.060138,0.138838,-0.893102
2.950000,-0.051956,0.110456,-0.905749
2.954167,-0.058781,0.116991,-0.902497
2.958333,-0.093471,0.128650,-0.899274
2.962500,-0.119118,0.130606,-0.906495
2.966667,-0.167334,0.114298,-0.920905
2.970833,-0.160843,0.127240,-0.903271
2.975000,-0.172999,0.112462,-0.898934
2.979167,-0.128407,0.128853,-0.920907
2.983333,-0.026013,0.119908,-0.914573
2.987500,0.128098,0.137862,-0.922879
2.991667,0.335647,0.118898,-0.918676
2.995833,0.569487,0.127004,-0.923936
3.000000,0.809628,0.123728,-0.911839
3.004167,0.992823,0.147305,-0.910920
3.008333,1.067322,0.142704,-0.920666
3.012500,1.003388,0.152438,-0.935127
3.016667,0.856893,0.165733,-0.947758
3.020833,0.639020,0.155328,-0.940827
3.025000,0.330320,0.178043,-0.948086
3.029167,0.090933,0.178611,-0.922848
3.033333,-0.107569,0.184367,-0.942647
3.037500,-0.193614,0.186204,-0.938816
3.041667,-0.226020,0.203224,-0.947564
3.045833,-0.201514,0.203454,-0.955583
3.050000,-0.128518,0.227299,-0.949746
3.054167,-0.088908,0.226207,-0.935907
3.058333,-0.044714,0.249192,-0.945926
3.062500,-0.052192,0.253761,-0.940475
3.066667,-0.033865,0.282067,-0.954404
3.070833,-0.001283,0.281205,-0.937965
3.075000,-0.041132,0.302201,-0.957541
3.079167,-0.024847,0.302582,-0.974317
3.083333,-0.015078,0.321397,-0.951161
3.087500,0.010580,0.328233,-0.956174
3.091667,-0.019176,0.315287,-0.977150
3.095833,-0.031136,0.321092,-0.974152
3.100000,-0.018062,0.333070,-0.964395
3.104167,0.024731,0.309779,-0.954256
3.108333,0.016034,0.326382,-0.960883
3.112500,0.025736,0.291405,-0.954028
3.116667,0.019268,0.301954,-0.962073
3.120833,0.030438,0.262941,-0.964288
3.125000,0.041336,0.254908,-0.964694
3.129167,0.056059,0.250960,-0.989752
3.133333,0.064502,0.226168,-0.992319
3.137500,0.089368,0.216826,-0.964458
3.141667,0.098409,0.202242,-0.968140
3.145833,0.084620,0.182889,-0.973977
3.150000,0.087771,0.182322,-0.982892
3.154167,0.131056,0.176474,-0.975714
3.158333,0.117003,0.141899,-0.975255
3.162500,0.119021,0.134537,-0.971444
3.166667,0.154947,0.133473,-0.986602
3.170833,0.184592,0.131968,-0.987479
3.175000,0.177275,0.126215,-0.973006
3.179167,0.165579,0.141812,-0.985047
3.183333,0.182626,0.119750,-0.986526
3.187500,0.217856,0.107953,-1.002221
3.191667,0.208891,0.123137,-0.981834
3.195833,0.225327,0.103586,-0.995979
3.200000,0.252825,0.096790,-0.996477
3.204167,0.264938,0.099521,-0.981019
3.208333,0.239424,0.113871,-0.998096
3.212500,0.255746,0.110493,-0.981167
3.216667,0.248568,0.087262,-0.980541
3.220833,0.270666,0.088853,-1.008361
3.225000,0.261215,0.072844,-0.979887
3.229167,0.257770,0.074078,-1.001042
3.233333,0.257308,0.080930,-0.994521
3.237500,0.263863,0.082641,-1.010050
3.241667,0.283429,0.076195,-0.981371
3.245833,0.235387,0.062393,-0.997054
3.250000,0.239462,0.079900,-0.991650
3.254167,0.276341,0.067046,-0.985250
3.258333,0.225710,0.080222,-0.986874
3.262500,0.203531,0.079364,-1.000656
3.266667,0.241331,0.074051,-0.992611
3.270833,0.211399,0.066304,-1.000214
3.275000,0.189252,0.068526,-0.998613
3.279167,0.190184,0.093788,-0.994924
3.283333,0.184624,0.091689,-1.009337
3.287500,0.182920,0.077104,-1.000318
3.291667,0.163910,0.083841,-0.993045
3.295833,0.137631,0.102744,-0.987882
3.300000,0.145989,0.102856,-0.975535
3.304167,0.138773,0.100561,-1.000195
3.308333,0.091468,0.094279,-0.975876
3.312500,0.075119,0.092213,-0.973474
3.316667,0.073044,0.086981,-0.984460
3.320833,0.094442,0.087777,-1.006210
3.325000,0.046324,0.103496,-0.993165
3.329167,0.016802,0.090728,-1.003034
3.333333,0.047084,0.086270,-0.972964
3.337500,0.040756,0.102639,-0.989106
3.341667,0.011788,0.094623,-0.992235
3.345833,-0.016375,0.080301,-1.001724
3.350000,0.006133,0.076976,-0.973836
3.354167,0.018561,0.077801,-0.980015
3.358333,-0.021800,0.067853,-0.968203
3.362500,-0.007473,0.081985,-0.990949
3.366667,-0.018469,0.079282,-0.976142
3.370833,-0.025807,0.061987,-0.983173
3.375000,-0.031971,0.055273,-0.974862
3.379167,-0.053521,0.043933,-0.986015
3.383333,-0.014045,0.064767,-0.977823
3.387500,-0.035802,0.039361,-0.992487
3.391667,-0.032412,0.063005,-0.969586
3.395833,-0.052169,0.060515,-0.964605
3.400000,-0.027449,0.064722,-0.968957
3.404167,-0.015545,0.048860,-0.971254
3.408333,-0.060299,0.042482,-0.958552
3.412500,-0.036877,0.041214,-0.970447
3.416667,-0.064587,0.050575,-0.971257
3.420833,-0.037124,0.064951,-0.979488
3.425000,-0.027986,0.068963,-0.966741
3.429167,-0.069937,0.067486,-0.969643
3.433333,-0.067658,0.081096,-0.963441
3.437500,-0.022147,0.063235,-0.975282
3.441667,-0.048074,0.089083,-0.946745
3.445833,-0.059677,0.091092,-0.975501
3.450000,-0.046019,0.074596,-0.967350
3.454167,-0.030096,0.089899,-0.945999
3.458333,-0.055369,0.082030,-0.939070
3.462500,-0.059799,0.069419,-0.962960
3.466667,-0.037234,0.075776,-0.958823
3.470833,-0.017911,0.082807,-0.935609
3.475000,-0.050286,0.081073,-0.949978
3.479167,-0.049528,0.071254,-0.939188
3.483333,-0.030378,0.068799,-0.928766
3.487500,-0.052297,0.074091,-0.947166
3.491667,-0.060797,0.082217,-0.948217
3.495833,-0.053396,0.075649,-0.920163
3.500000,-0.068341,0.051223,-0.926889
3.504167,-0.024385,0.053668,-0.945178
3.508333,-0.045519,0.046571,-0.948764
3.512500,-0.054235,0.035743,-0.941367
3.516667,-0.045852,0.038718,-0.935888
3.520833,-0.040185,0.037705,-0.931105
3.525000,-0.035739,0.028613,-0.928926
3.529167,-0.044133,0.037507,-0.926568
3.533333,-0.049966,0.027987,-0.913624
3.537500,-0.019337,0.029957,-0.911164
3.541667,-0.068238,0.034994,-0.902209
3.545833,-0.078582,0.030540,-0.894312
3.550000,-0.062649,0.040425,-0.908031
3.554167,-0.041416,0.049625,-0.896847
3.558333,-0.039804,0.053643,-0.906429
3.562500,-0.070251,0.057707,-0.891193
3.566667,-0.059222,0.061333,-0.907274
3.570833,-0.029631,0.060495,-0.906397
3.575000,-0.041757,0.067758,-0.884320
3.579167,-0.042681,0.072805,-0.906257
3.583333,-0.050831,0.059314,-0.899716
3.587500,-0.022643,0.076967,-0.899082
3.591667,-0.067438,0.058909,-0.893192
3.595833,-0.043709,0.055864,-0.864847
3.600000,-0.061343,0.066030,-0.872001
3.604167,-0.046796,0.056548,-0.861752
3.608333,-0.038991,0.070764,-0.866788
3.612500,-0.064901,0.059061,-0.880327
3.616667,-0.028157,0.073062,-0.880582
3.620833,-0.020751,0.072416,-0.873059
3.625000,-0.035812,0.065125,-0.852868
3.629167,-0.056268,0.050854,-0.846023
3.633333,-0.032634,0.056376,-0.854519
3.637500,-0.019301,0.047586,-0.866863
3.641667,-0.062689,0.044282,-0.857526
3.645833,-0.035751,0.058328,-0.849020
3.650000,-0.027837,0.050017,-0.849848
3.654167,-0.030423,0.022394,-0.834147
3.658333,-0.027963,0.043550,-0.838361
3.662500,-0.036673,0.015794,-0.834510
3.666667,-0.015791,0.014980,-0.815952
3.670833,-0.019720,0.018880,-0.811430
3.675000,-0.009270,0.010116,-0.819939
3.679167,-0.031864,0.018222,-0.815888
3.683333,-0.000902,0.024722,-0.812927
3.687500,0.001244,0.013376,-0.815019
3.691667,0.020119,0.035613,-0.805669
3.695833,-0.008862,0.022563,-0.811446
3.700000,0.039427,0.042032,-0.805726
3.704167,0.021077,0.022810,-0.815893
3.708333,0.014211,0.028627,-0.805400
3.712500,0.020717,0.036412,-0.796450
3.716667,0.019665,0.053038,-0.775482
3.720833,0.053035,0.054068,-0.798090
3.725000,0.044316,0.043052,-0.778239
3.729167,0.030253,0.040538,-0.781196
3.733333,0.042526,0.045007,-0.772782
3.737500,0.031916,0.062536,-0.755305
3.741667,0.029100,0.066504,-0.781205
3.745833,0.012973,0.068357,-0.779391
3.750000,0.009981,0.044196,-0.765806
3.754167,0.015566,0.045218,-0.764469
3.758333,-0.013538,0.051725,-0.755581
3.762500,-0.029025,0.040768,-0.732270
3.766667,-0.018204,0.050900,-0.753726
3.770833,-0.014978,0.060018,-0.721969
3.775000,-0.023001,0.044089,-0.724076
3.779167,-0.034911,0.034500,-0.733990
3.783333,-0.047940,0.045004,-0.733218
3.787500,-0.034222,0.044146,-0.708084
3.791667,-0.033141,0.034435,-0.720977
3.795833,-0.055545,0.056587,-0.721005
3.800000,-0.043386,0.041154,-0.702770
3.804167,-0.016013,0.054330,-0.715744
3.808333,-0.050808,0.051984,-0.700974
3.812500,-0.041227,0.042168,-0.704048
3.816667,-0.038288,0.046615,-0.679810
3.820833,-0.032043,0.054364,-0.678692
3.825000,-0.053678,0.062000,-0.676797
3.829167,-0.068276,0.036781,-0.686625
3.833333,-0.024549,0.056595,-0.670675
3.837500,-0.046441,0.051959,-0.665342
3.841667,-0.057157,0.051759,-0.678042
3.845833,-0.064222,0.058315,-0.665479
3.850000,-0.088044,0.069070,-0.649316
3.854167,-0.105276,0.080698,-0.645951
3.858333,-0.179934,0.068228,-0.635639
3.862500,-0.197962,0.069907,-0.656133
3.866667,-0.143281,0.094452,-0.631075
3.870833,-0.062840,0.088488,-0.620531
3.875000,0.058907,0.083135,-0.614816
3.879167,0.204143,0.084163,-0.619282
3.883333,0.450812,0.073885,-0.633999
3.887500,0.693322,0.092084,-0.635618
3.891667,0.894968,0.088604,-0.611291
3.895833,1.038563,0.081451,-0.604843
3.900000,1.066121,0.081175,-0.606786
3.904167,0.994170,0.100039,-0.593636
3.908333,0.751415,0.091557,-0.607969
3.912500,0.465391,0.080959,-0.581955
3.916667,0.218975,0.090130,-0.586875
3.920833,0.027389,0.065755,-0.566945
3.925000,-0.149120,0.082390,-0.572296
3.929167,-0.249321,0.062806,-0.580274
3.933333,-0.224451,0.057918,-0.551850
3.937500,-0.167837,0.068448,-0.570622
3.941667,-0.096395,0.073664,-0.566539
3.945833,-0.064334,0.075626,-0.556159
3.950000,-0.040734,0.087600,-0.532716
3.954167,-0.022652,0.090684,-0.526387
3.958333,-0.028281,0.089018,-0.535306
3.962500,-0.030985,0.106178,-0.518628
3.966667,-0.030172,0.117959,-0.530901
3.970833,0.001335,0.137269,-0.525957
3.975000,-0.024487,0.144370,-0.531009
3.979167,-0.031289,0.164935,-0.528921
3.983333,0.003338,0.191576,-0.499747
3.987500,0.016921,0.219722,-0.486298
3.991667,0.004358,0.243222,-0.481467
3.995833,0.012954,0.255544,-0.485876
4.000000,0.023038,0.274396,-0.490680
4.004167,0.061223,0.275973,-0.495474
4.008333,0.059374,0.294763,-0.487540
4.012500,0.055727,0.283980,-0.487900
4.016667,0.057095,0.279976,-0.472487
4.020833,0.090001,0.266469,-0.468804
4.025000,0.098094,0.275119,-0.469432
4.029167,0.078695,0.244896,-0.459473
4.033333,0.096707,0.235772,-0.448508
4.037500,0.107258,0.210303,-0.452519
4.041667,0.131819,0.212728,-0.448212
4.045833,0.128691,0.177066,-0.413055
4.050000,0.165877,0.162915,-0.417664
4.054167,0.170968,0.152073,-0.431328
4.058333,0.170446,0.117537,-0.416924
4.062500,0.177514,0.108149,-0.423601
4.066667,0.200372,0.085286,-0.411614
4.070833,0.206392,0.057241,-0.381655
4.075000,0.237135,0.053109,-0.388652
4.079167,0.241702,0.042803,-0.403127
4.083333,0.226931,0.034982,-0.376828
4.087500,0.260661,0.022839,-0.373785
4.091667,0.261428,0.008155,-0.382363
4.095833,0.272068,0.021494,-0.356813
4.100000,0.276157,0.022970,-0.368728
4.104167,0.306857,-0.007332,-0.343117
4.108333,0.300385,0.007373,-0.337611
4.112500,0.261736,0.009522,-0.332276
4.116667,0.291633,-0.000544,-0.334081
4.120833,0.301645,-0.005079,-0.337106
4.125000,0.279200,0.020626,-0.321751
4.129167,0.261176,0.022882,-0.317819
4.133333,0.270550,-0.000450,-0.322936
4.137500,0.280094,0.007418,-0.324336
4.141667,0.256727,0.027612,-0.315988
4.145833,0.250343,0.014556,-0.299387
4.150000,0.244481,0.016307,-0.286665
4.154167,0.278026,0.017409,-0.279545
4.158333,0.221052,0.026486,-0.268875
4.162500,0.208886,0.013426,-0.275575
4.166667,0.225141,0.018294,-0.285334
4.170833,0.209271,0.022188,-0.257339
4.175000,0.185318,0.016333,-0.249402
4.179167,0.186384,0.037550,-0.235699
4.183333,0.162047,0.015662,-0.259269
4.187500,0.173204,0.041080,-0.226382
4.191667,0.148466,0.026080,-0.244678
4.195833,0.116867,0.036452,-0.229524
4.200000,0.124409,0.013929,-0.221190
4.204167,0.128541,0.028046,-0.203952
4.208333,0.117514,0.014048,-0.223296
4.212500,0.068045,0.018833,-0.198857
4.216667,0.098651,0.013235,-0.197493
4.220833,0.098606,-0.009805,-0.200738
4.225000,0.065272,0.003103,-0.204269
4.229167,0.024454,-0.011604,-0.191666
4.233333,0.065835,-0.025641,-0.163201
4.237500,0.031837,-0.017501,-0.171333
4.241667,0.013420,-0.026053,-0.177337
4.245833,0.029471,-0.026081,-0.174330
4.250000,0.010170,-0.023574,-0.162733
4.254167,0.021264,-0.034673,-0.140177
4.258333,0.030809,-0.025175,-0.131142
4.262500,0.001046,-0.034154,-0.141613
4.266667,0.021109,-0.026216,-0.129635
4.270833,0.000995,-0.012832,-0.142793
4.275000,0.018872,-0.020990,-0.123027
4.279167,-0.028837,0.001073,-0.121121
4.283333,-0.000243,0.005342,-0.126417
4.287500,0.021207,0.008763,-0.119183
4.291667,-0.018877,-0.000306,-0.115992
4.295833,-0.006457,0.008220,-0.098262
4.300000,0.008293,0.011811,-0.086972
4.304167,-0.004630,0.012082,-0.072593
4.308333,-0.012089,-0.000097,-0.064560
4.312500,-0.011674,0.020031,-0.083633
4.316667,-0.003837,0.011893,-0.065476
4.320833,-0.011775,0.002589,-0.062616
4.325000,-0.004588,0.015352,-0.060288
4.329167,-0.029398,-0.000179,-0.054256
4.333333,-0.000313,-0.001311,-0.024643
4.337500,-0.014741,0.017086,-0.020658
4.341667,-0.002599,0.015183,-0.027665
4.345833,-0.010091,-0.017555,-0.022772
4.350000,0.003317,-0.016966,-0.027241
4.354167,0.006027,-0.002931,-0.014545
4.358333,-0.018588,-0.027020,-0.018784
4.362500,-0.012589,-0.030220,0.015112
4.366667,-0.014173,-0.014360,0.007010
4.370833,0.018588,-0.030633,0.010466
4.375000,-0.022156,-0.024001,0.032349
4.379167,-0.026077,-0.037144,0.035235
4.383333,-0.014333,-0.029087,0.020594
4.387500,-0.013807,-0.044275,0.016400
4.391667,-0.010812,-0.034678,0.027365
4.395833,-0.034583,-0.052765,0.030165
4.400000,-0.006572,-0.038414,0.042329
4.404167,-0.005731,-0.045088,0.040626
4.408333,0.000056,-0.028912,0.057711
4.412500,-0.040314,-0.018271,0.055953
4.416667,0.006484,-0.020724,0.085039
4.420833,-0.016472,-0.020634,0.096542
4.425000,-0.027412,-0.022846,0.096178
4.429167,-0.023633,-0.012642,0.106820
4.433333,0.004140,-0.021424,0.103739
4.437500,-0.015245,-0.027399,0.116415
4.441667,-0.025190,-0.014657,0.112072
4.445833,-0.014081,0.002147,0.128857
4.450000,-0.025328,-0.014833,0.119112
4.454167,0.017297,-0.001716,0.129203
4.458333,-0.022682,-0.010298,0.126288
4.462500,-0.018824,-0.005024,0.136015
4.466667,0.009224,0.008232,0.135895
4.470833,0.017248,-0.013864,0.140190
4.475000,-0.004075,-0.006619,0.142413
4.479167,-0.028759,-0.002021,0.159458
4.483333,0.006493,-0.025166,0.160113
4.487500,0.025761,-0.021742,0.183715
4.491667,-0.018176,-0.012110,0.181242
4.495833,0.002405,-0.009715,0.187257
4.500000,0.002231,-0.027419,0.186072
4.504167,-0.004074,-0.027116,0.196441
4.508333,-0.015953,-0.023882,0.202412
4.512500,0.004692,-0.036473,0.194772
4.516667,0.006176,-0.045218,0.201504
4.520833,0.007573,-0.054519,0.205510
4.525000,0.017925,-0.057161,0.208403
4.529167,-0.024854,-0.057806,0.236096
4.533333,-0.013036,-0.037879,0.232657
4.537500,0.004976,-0.060852,0.234409
4.541667,0.000975,-0.063349,0.258998
4.545833,-0.011341,-0.059695,0.252453
4.550000,0.008582,-0.060397,0.258944
4.554167,0.009772,-0.061813,0.247168
4.558333,-0.005387,-0.046994,0.247430
4.562500,-0.011995,-0.040956,0.255426
4.566667,0.005128,-0.029917,0.263196
4.570833,0.022394,-0.037864,0.281787
4.575000,0.005514,-0.043324,0.285299
4.579167,0.006665,-0.032896,0.300105
4.583333,0.025275,-0.029800,0.305347
4.587500,0.062106,-0.037362,0.305738
4.591667,0.030734,-0.016060,0.315982
4.595833,0.054465,-0.023935,0.320487
4.600000,0.037506,-0.031614,0.319309
4.604167,0.076829,-0.008760,0.313195
4.608333,0.066202,-0.031157,0.342118
4.612500,0.068392,-0.016346,0.350271
4.616667,0.082488,-0.012493,0.338069
4.620833,0.095938,-0.035023,0.340793
4.625000,0.095569,-0.020582,0.344484
4.629167,0.064284,-0.032094,0.351955
4.633333,0.103857,-0.042040,0.343637
4.637500,0.099748,-0.028378,0.354968
4.641667,0.067047,-0.023710,0.374187
4.645833,0.079322,-0.022600,0.390876
4.650000,0.066886,-0.043556,0.363163
4.654167,0.092715,-0.043247,0.383489
4.658333,0.052742,-0.027992,0.390206
4.662500,0.022674,-0.041352,0.377439
4.666667,0.034713,-0.024580,0.400089
4.670833,0.046358,-0.019693,0.410429
4.675000,0.034513,-0.027260,0.401084
4.679167,0.025501,-0.029674,0.415340
4.683333,0.007054,-0.019458,0.430705
4.687500,0.051533,-0.029113,0.432902
4.691667,0.002576,-0.032641,0.432976
4.695833,-0.005202,-0.032928,0.429721
4.700000,0.017435,-0.008391,0.449529
4.704167,0.040711,-0.008572,0.439014
4.708333,0.022861,-0.001323,0.465932
4.712500,0.008150,-0.018490,0.439384
4.716667,-0.006873,-0.001240,0.464905
4.720833,0.011863,0.003480,0.463191
4.725000,-0.003817,-0.003284,0.452968
4.729167,-0.012329,0.011685,0.467906
4.733333,0.023402,0.013595,0.463689
4.737500,0.008578,0.006831,0.479043
4.741667,-0.006617,0.012811,0.473421
4.745833,0.020162,0.020790,0.499694
4.750000,0.020311,0.006699,0.508646
4.754167,0.031337,0.018946,0.484333
4.758333,-0.019061,0.007844,0.508538
4.762500,-0.073887,0.013279,0.506017
4.766667,-0.095196,0.013946,0.498371
4.770833,-0.100305,-0.001341,0.524418
4.775000,-0.113632,0.012176,0.514826
4.779167,-0.080238,-0.007420,0.526228
4.783333,0.031039,-0.001763,0.516529
4.787500,0.208834,0.002878,0.550230
4.791667,0.402494,0.007632,0.535234
4.795833,0.620064,0.000559,0.550323
4.800000,0.865752,-0.012006,0.542665
4.804167,1.078250,0.012088,0.558416
4.808333,1.153356,-0.008709,0.561611
4.812500,1.095993,0.008286,0.572954
4.816667,0.930689,0.014954,0.560557
4.820833,0.705249,0.023697,0.558409
4.825000,0.395038,0.031776,0.585665
4.829167,0.138541,0.049691,0.589653
4.833333,-0.046898,0.074310,0.594254
4.837500,-0.119868,0.087003,0.585140
4.841667,-0.190615,0.106361,0.581328
4.845833,-0.169423,0.146890,0.604064
4.850000,-0.089214,0.171735,0.594362
4.854167,-0.017483,0.183876,0.592847
4.858333,0.007165,0.177989,0.612217
4.862500,0.017048,0.212025,0.603874
4.866667,0.051591,0.203656,0.613215
4.870833,0.042351,0.213037,0.627247
4.875000,0.029480,0.199080,0.611274
4.879167,0.012783,0.218076,0.622915
4.883333,0.047894,0.185658,0.641926
4.887500,0.054821,0.165725,0.620373
4.891667,0.074020,0.156424,0.647060
4.895833,0.062995,0.148041,0.652383
4.900000,0.071949,0.120522,0.659372
4.904167,0.091444,0.111532,0.658204
4.908333,0.067810,0.094300,0.645092
4.912500,0.077484,0.068621,0.672677
4.916667,0.093359,0.051481,0.646168
4.920833,0.131689,0.030853,0.650230
4.925000,0.119269,0.002197,0.661709
4.929167,0.093544,-0.017185,0.672945
4.933333,0.149936,-0.016937,0.686391
4.937500,0.154831,-0.033901,0.695026
4.941667,0.142503,-0.049366,0.667250
4.945833,0.162460,-0.045857,0.688418
4.950000,0.174913,-0.058619,0.685842
4.954167,0.194990,-0.056329,0.689873
4.958333,0.191294,-0.070993,0.700628
4.962500,0.191176,-0.051961,0.692086
4.966667,0.223804,-0.059877,0.695631
4.970833,0.272420,-0.078639,0.697506
4.975000,0.253483,-0.078224,0.700708
4.979167,0.255730,-0.081016,0.707743
4.983333,0.284407,-0.067273,0.709498
4.987500,0.319703,-0.069643,0.710276
4.991667,0.310850,-0.072136,0.735397
4.995833,0.314673,-0.065540,0.734528
5.000000,0.311000,-0.055967,0.733968
5.004167,0.350059,-0.060526,0.750040
5.008333,0.329096,-0.061694,0.745379
5.012500,0.342835,-0.057298,0.738089
5.016667,0.337601,-0.033941,0.755764
5.020833,0.367175,-0.049626,0.736710
5.025000,0.352847,-0.036133,0.756281
5.029167,0.322572,-0.047414,0.759162
5.033333,0.341794,-0.051053,0.759832
5.037500,0.374273,-0.056283,0.772675
5.041667,0.327508,-0.052548,0.776878
5.045833,0.311578,-0.053244,0.764298
5.050000,0.351094,-0.041348,0.754161
5.054167,0.358927,-0.037979,0.774003
5.058333,0.340036,-0.039846,0.759955
5.062500,0.294120,-0.059704,0.764335
5.066667,0.289662,-0.051128,0.766155
5.070833,0.293973,-0.080311,0.783794
5.075000,0.298383,-0.062510,0.769203
5.079167,0.273223,-0.078204,0.782135
5.083333,0.268365,-0.067542,0.790226
5.087500,0.252179,-0.067955,0.790709
5.091667,0.238367,-0.086813,0.795770
5.095833,0.218621,-0.079863,0.782438
5.100000,0.226229,-0.084234,0.788285
5.104167,0.225335,-0.078937,0.796987
5.108333,0.192685,-0.097940,0.784721
5.112500,0.155519,-0.100504,0.790799
5.116667,0.145080,-0.104561,0.786735
5.120833,0.148319,-0.083411,0.794535
5.125000,0.155002,-0.083783,0.822108
5.129167,0.126494,-0.094504,0.816858
5.133333,0.129554,-0.093722,0.799104
5.137500,0.109938,-0.069262,0.801858
5.141667,0.124112,-0.088904,0.808765
5.145833,0.073009,-0.066134,0.813597
5.150000,0.087866,-0.058486,0.820776
5.154167,0.094579,-0.075614,0.839038
5.158333,0.092881,-0.071319,0.809646
5.162500,0.080973,-0.055598,0.814741
5.166667,0.053301,-0.054274,0.823882
5.170833,0.063940,-0.059652,0.815933
5.175000,0.046904,-0.050056,0.848833
5.179167,0.034365,-0.066523,0.826691
5.183333,0.042587,-0.044960,0.826518
5.187500,0.077532,-0.070634,0.848047
5.191667,0.047942,-0.052002,0.850892
5.195833,0.039940,-0.066954,0.844799
5.200000,0.050600,-0.081159,0.852425
5.204167,0.075695,-0.087064,0.850814
5.208333,0.040084,-0.076802,0.832680
5.212500,0.048217,-0.069381,0.853158
5.216667,0.030426,-0.075674,0.843463
5.220833,0.058327,-0.078401,0.861892
5.225000,0.053216,-0.091800,0.853046
5.229167,0.034365,-0.108010,0.866219
5.233333,0.058261,-0.084890,0.864928
5.237500,0.062147,-0.098270,0.864278
5.241667,0.034695,-0.094928,0.838443
5.245833,0.024822,-0.109909,0.842726
5.250000,0.029612,-0.105782,0.869558
5.254167,0.072997,-0.095439,0.841339
5.258333,0.049630,-0.112334,0.842956
5.262500,0.018381,-0.113178,0.875818
5.266667,0.042599,-0.090212,0.854324
5.270833,0.041361,-0.088559,0.850167
5.275000,0.031368,-0.096567,0.855196
5.279167,0.037770,-0.099740,0.869449
5.283333,0.043411,-0.075102,0.847983
5.287500,0.060243,-0.093066,0.879683
5.291667,0.052423,-0.070479,0.882269
5.295833,0.017204,-0.090952,0.856889
5.300000,0.037055,-0.069933,0.859756
5.304167,0.055271,-0.071654,0.855869
5.308333,0.038042,-0.078968,0.870282
5.312500,0.048577,-0.066328,0.853992
5.316667,0.032145,-0.070682,0.885037
5.320833,0.070318,-0.063049,0.853310
5.325000,0.035117,-0.082209,0.866244
5.329167,0.041687,-0.062191,0.855936
5.333333,0.047769,-0.073630,0.863702
5.337500,0.058869,-0.068512,0.860535
5.341667,0.041573,-0.066177,0.884653
5.345833,0.018133,-0.087252,0.886623
5.350000,0.064180,-0.078785,0.880410
5.354167,0.037039,-0.080426,0.857541
5.358333,0.050902,-0.101947,0.872818
5.362500,0.038668,-0.101489,0.873429
5.366667,0.026627,-0.087752,0.871911
5.370833,0.066634,-0.117529,0.873307
5.375000,0.044232,-0.095081,0.867632
5.379167,0.020784,-0.100437,0.880935
5.383333,0.061296,-0.107026,0.870958
5.387500,0.060713,-0.099142,0.877859
5.391667,0.026782,-0.128957,0.886815
5.395833,0.026858,-0.107305,0.884616
5.400000,0.028729,-0.128581,0.873994
5.404167,0.054769,-0.099037,0.871934
5.408333,0.066535,-0.124159,0.857977
5.412500,0.048334,-0.107692,0.878017
5.416667,0.063997,-0.118316,0.870584
5.420833,0.066725,-0.105573,0.868429
5.425000,0.032588,-0.094231,0.886168
5.429167,0.047503,-0.105737,0.865820
5.433333,0.042119,-0.084170,0.876166
5.437500,0.042479,-0.089892,0.869102
5.441667,0.033373,-0.097039,0.880121
5.445833,0.055601,-0.073479,0.860371
5.450000,0.045213,-0.076605,0.851837
5.454167,0.088128,-0.093600,0.864960
5.458333,0.043432,-0.064456,0.853846
5.462500,0.070813,-0.088947,0.881966
5.466667,0.061484,-0.079587,0.867777
5.470833,0.076001,-0.091254,0.858801
5.475000,0.086797,-0.075835,0.861087
5.479167,0.066873,-0.074684,0.864880
5.483333,0.113626,-0.070668,0.863404
5.487500,0.125060,-0.065472,0.876415
5.491667,0.094814,-0.071921,0.848638
5.495833,0.102733,-0.082692,0.842312
5.500000,0.116754,-0.077544,0.872494
5.504167,0.147530,-0.075253,0.844523
5.508333,0.117654,-0.097201,0.867781
5.512500,0.134156,-0.084585,0.868831
5.516667,0.142330,-0.077754,0.860849
5.520833,0.128702,-0.084693,0.869315
5.525000,0.119989,-0.086951,0.839101
5.529167,0.108640,-0.073448,0.837380
5.533333,0.133755,-0.079981,0.862882
5.537500,0.124770,-0.082034,0.859717
5.541667,0.109848,-0.078181,0.829583
5.545833,0.071523,-0.089438,0.849518
5.550000,0.071258,-0.073021,0.835973
5.554167,0.081679,-0.071932,0.827136
5.558333,0.077568,-0.058168,0.838922
5.562500,0.052210,-0.081689,0.834716
5.566667,0.048896,-0.059352,0.852735
5.570833,0.063935,-0.062714,0.838895
