time,analog_channel_a,analog_channel_b,motion_proxy
5.475000,1.085892,0.986120,0.314555
5.483333,1.291112,1.152162,0.333763
5.491667,1.384975,1.135989,0.258856
5.500000,1.055561,0.919816,0.278733
5.508333,0.884234,0.787492,0.288279
5.516667,0.989853,0.948835,0.284250
5.525000,1.125715,1.023735,0.198615
5.533333,1.237204,1.216739,0.281496
5.541667,1.414918,1.230417,0.194423
5.550000,1.262776,1.276411,0.254596
5.558333,1.235191,1.230071,0.188687
5.566667,0.682716,0.874826,0.194176
5.575000,0.830390,0.625720,0.255811
5.583333,0.897456,0.790476,0.297593
5.591667,1.057633,1.059843,0.248763
5.600000,0.991865,0.963690,0.288729
5.608333,0.854408,0.807686,0.342790
5.616667,0.967581,0.718621,0.362631
5.625000,0.564680,0.438413,0.452527
5.633333,0.176627,0.181359,0.425736
5.641667,0.397837,0.316911,0.523427
5.650000,0.597636,0.504608,0.482126
5.658333,0.895239,0.580781,0.573101
5.666667,0.490149,0.368930,0.548532
5.675000,0.112562,0.167081,0.598386
5.683333,0.029163,0.065503,0.610649
5.691667,-0.203928,-0.320613,0.536206
5.700000,-0.312186,-0.251062,0.570839
5.708333,-0.107515,-0.297574,0.622858
5.716667,0.142031,-0.090963,0.551728
5.725000,-0.004707,-0.086449,0.532700
5.733333,-0.536901,-0.536136,0.559529
5.741667,-0.513146,-0.651731,0.525832
5.750000,-0.396858,-0.539079,0.540141
5.758333,-0.626551,-0.773995,0.467601
5.766667,-0.526963,-0.714638,0.371717
5.775000,-0.389243,-0.503315,0.386471
5.783333,-0.252377,-0.242703,0.324838
5.791667,-0.684626,-0.600779,0.356481
5.800000,-0.965377,-0.725291,0.249437
5.808333,-0.930014,-0.622400,0.294195
5.816667,-0.457930,-0.607470,0.234652
5.825000,-0.662087,-0.572838,0.265606
5.833333,-0.269222,-0.284010,0.241681
5.841667,-0.220541,-0.246348,0.214330
5.850000,-0.201282,-0.130314,0.108085
5.858333,-0.512674,-0.457258,0.160439
5.866667,-0.836502,-0.396365,0.200637
5.875000,-0.369030,-0.263295,0.198064
5.883333,-0.138117,0.093705,0.152333
5.891667,-0.064374,0.020072,0.170032
5.900000,0.213057,0.207759,0.132862
5.908333,0.260526,0.294231,0.151775
5.916667,0.059376,0.031486,0.233173
5.925000,-0.167669,-0.068858,0.281548
5.933333,-0.001396,0.133680,0.271314
5.941667,0.370494,0.366782,0.351762
5.950000,0.671125,0.568158,0.362632
5.958333,0.658156,0.645704,0.301666
5.966667,0.534026,0.566424,0.400889
5.975000,0.626341,0.535574,0.369318
5.983333,0.093104,0.291135,0.425840
5.991667,0.250230,0.419126,0.449996
6.000000,0.551327,0.640282,0.355695
6.008333,0.891957,0.798056,0.366441
6.016667,0.966352,0.811581,0.406342
6.025000,0.447325,0.499080,0.405890
6.033333,0.562359,0.483061,0.378123
6.041667,0.540738,0.479483,0.383242
6.050000,0.230283,0.186937,0.311722
6.058333,0.281663,0.247101,0.279255
6.066667,0.596748,0.645351,0.223836
6.075000,0.838576,0.654035,0.229993
6.083333,0.303613,0.234313,0.199062
6.091667,0.007917,0.114958,0.194554
6.100000,0.004320,-0.112712,0.137031
6.108333,-0.018621,0.080973,0.099833
6.116667,0.047919,-0.144207,0.008984
6.125000,0.059844,0.103086,0.067373
6.133333,0.329892,0.118911,-0.041236
6.141667,0.190206,0.004880,-0.036648
6.150000,-0.173146,-0.460098,-0.113012
6.158333,-0.414341,-0.651977,-0.036720
6.166667,-0.204811,-0.441904,-0.119246
6.175000,-0.190100,-0.432530,-0.104649
6.183333,-0.331037,-0.420922,-0.154328
6.191667,-0.035960,-0.283079,-0.165632
6.200000,-0.118868,-0.417362,-0.137301
6.208333,-0.682440,-0.499475,-0.144174
6.216667,-0.793150,-0.938031,-0.049420
6.225000,-0.885286,-0.676311,-0.008488
6.233333,-0.338712,-0.543755,-0.025102
6.241667,-0.359154,-0.500014,-0.054657
6.250000,-0.458331,-0.376041,-0.032891
6.258333,-0.400120,-0.438961,-0.034076
6.266667,-0.658964,-0.318233,0.011413
6.275000,-0.950981,-0.679508,0.033030
6.283333,-1.075608,-0.644045,0.048622
6.291667,-0.378654,-0.469695,0.112689
6.300000,-0.105418,-0.116417,0.106284
6.308333,-0.063661,-0.063866,0.094991
6.316667,-0.326493,-0.203985,0.130241
6.325000,-0.303534,-0.083465,0.094694
6.333333,-0.492059,-0.171459,0.131632
6.341667,-0.651358,-0.144531,0.065524
6.350000,-0.256591,-0.125948,0.064329
6.358333,0.295768,0.219956,0.044373
6.366667,0.283681,0.461331,-0.006214
6.375000,0.096027,0.225259,-0.077332
6.383333,0.175534,0.202817,-0.011769
6.391667,-0.005226,0.299810,-0.102432
6.400000,-0.049644,0.311022,-0.114933
6.408333,0.034431,0.327204,-0.199276
6.416667,0.608631,0.431507,-0.161554
6.425000,0.766821,0.880911,-0.239950
6.433333,0.827938,0.610908,-0.322966
6.441667,0.347425,0.410131,-0.249989
6.450000,0.417141,0.318517,-0.348605
6.458333,0.332234,0.452254,-0.379254
6.466667,0.656260,0.529969,-0.409571
6.475000,0.516788,0.468453,-0.445886
6.483333,0.812354,0.678609,-0.405435
6.491667,0.928561,0.707798,-0.410075
6.500000,0.585864,0.311816,-0.399893
6.508333,0.028409,0.110253,-0.385965
6.516667,0.388000,0.229942,-0.436012
6.525000,0.511433,0.211074,-0.345531
6.533333,0.419122,0.249610,-0.399765
6.541667,0.561392,0.305102,-0.317502
6.550000,0.534035,0.313213,-0.334319
6.558333,0.507142,0.170616,-0.307862
6.566667,-0.019071,-0.319486,-0.278252
6.575000,-0.307310,-0.315562,-0.260429
6.583333,0.143049,-0.174877,-0.202672
6.591667,0.116328,-0.046175,-0.157673
6.600000,0.163500,-0.043134,-0.242516
6.608333,-0.032297,-0.233126,-0.156603
6.616667,0.071573,-0.375801,-0.171377
6.625000,-0.421273,-0.560548,-0.197529
6.633333,-0.841280,-0.782373,-0.127942
6.641667,-0.657040,-0.536266,-0.185124
6.650000,-0.096695,-0.294764,-0.120619
6.658333,-0.308417,-0.133797,-0.161448
6.666667,-0.502672,-0.340608,-0.164826
6.675000,-0.534745,-0.609950,-0.222555
6.683333,-0.761953,-0.449782,-0.269347
6.691667,-0.827132,-0.523640,-0.220479
6.700000,-0.887770,-0.753150,-0.312395
6.708333,-0.614628,-0.320331,-0.347127
6.716667,-0.066968,-0.122830,-0.311856
6.725000,-0.252431,-0.211549,-0.452492
6.733333,-0.658340,-0.329184,-0.470730
6.741667,-0.820193,-0.537786,-0.511875
6.750000,-0.505489,-0.285960,-0.437441
6.758333,-0.750801,-0.386382,-0.454831
6.766667,-0.458315,-0.185813,-0.534430
6.775000,-0.239738,0.168886,-0.565283
6.783333,0.138329,0.294059,-0.586477
6.791667,-0.179938,0.009703,-0.594413
6.800000,-0.715695,-0.081389,-0.560763
6.808333,-0.414728,-0.105556,-0.561118
6.816667,-0.118970,-0.054950,-0.607756
6.825000,-0.100226,0.159191,-0.568225
6.833333,0.109136,0.111494,-0.540456
6.841667,0.348106,0.488273,-0.535055
6.850000,0.230064,0.370922,-0.521564
6.858333,-0.220686,-0.070190,-0.514094
6.866667,-0.373939,-0.075430,-0.395470
6.875000,0.072841,0.211164,-0.340702
6.883333,0.291158,0.302765,-0.336540
6.891667,0.380424,0.361174,-0.280874
6.900000,0.191230,0.150071,-0.355555
6.908333,0.389058,0.288782,-0.302650
6.916667,-0.099107,0.106302,-0.211551
6.925000,-0.170214,-0.180690,-0.195129
6.933333,-0.068649,-0.211373,-0.287528
6.941667,0.253695,-0.084647,-0.225812
6.950000,0.284129,0.085898,-0.170032
6.958333,0.105695,-0.216421,-0.156491
6.966667,0.021608,-0.155083,-0.226776
6.975000,-0.075015,-0.422138,-0.218456
6.983333,-0.551653,-0.582847,-0.206923
6.991667,-0.670983,-0.666838,-0.225389
7.000000,-0.642631,-0.637441,-0.252002
7.008333,-0.220648,-0.377497,-0.284216
7.016667,-0.375368,-0.581650,-0.382679
7.025000,-0.890543,-0.692876,-0.375394
7.033333,-0.870692,-0.989264,-0.396815
7.041667,-1.118400,-0.874461,-0.453728
7.050000,-1.408214,-1.220854,-0.449742
7.058333,-1.175615,-1.189704,-0.510040
7.066667,-1.025845,-0.784141,-0.451209
7.075000,-0.767417,-0.853076,-0.543474
7.083333,-1.477020,-1.038860,-0.560429
7.091667,-1.767326,-1.385353,-0.479206
7.100000,-1.542206,-1.220703,-0.569886
7.108333,-1.807489,-1.264125,-0.471785
7.116667,-1.806614,-1.130130,-0.473324
7.125000,-1.534764,-0.971440,-0.549881
7.133333,-1.342475,-0.934999,-0.462988
7.141667,-1.263353,-0.938792,-0.407082
7.150000,-1.805224,-1.154808,-0.487750
7.158333,-2.113529,-1.379757,-0.424877
7.166667,-1.595481,-0.990203,-0.352035
7.175000,-1.387460,-1.059155,-0.349849
7.183333,-1.426091,-0.988901,-0.358939
7.191667,-1.088675,-0.778195,-0.297308
7.200000,-1.215143,-0.611365,-0.169730
7.208333,-1.170172,-0.747720,-0.161969
7.216667,-1.514100,-1.057886,-0.207800
7.225000,-1.506937,-0.761901,-0.139417
7.233333,-0.765925,-0.373344,-0.116970
7.241667,-0.662998,-0.391340,-0.138077
7.250000,-0.634662,-0.288088,-0.012601
7.258333,-0.617865,-0.316596,-0.098633
7.266667,-0.501771,-0.157421,-0.082139
7.275000,-0.763195,-0.281327,-0.088651
7.283333,-0.929180,-0.468154,-0.073668
7.291667,-0.394750,-0.025108,-0.016124
7.300000,0.071513,0.191510,-0.063137
7.308333,0.042681,0.103234,-0.109283
7.316667,-0.003260,-0.019740,-0.118092
7.325000,0.208261,0.143191,-0.048751
7.333333,-0.024158,0.075266,-0.165826
7.341667,0.041915,-0.117922,-0.112429
7.350000,0.202096,0.092918,-0.142076
7.358333,0.566676,0.332334,-0.193906
7.366667,0.737520,0.518236,-0.166532
7.375000,0.618447,0.257555,-0.227453
7.383333,0.285156,0.030311,-0.233582
7.391667,0.257623,-0.008814,-0.260684
7.400000,0.254986,-0.061926,-0.287422
7.408333,0.109382,0.122231,-0.272817
7.416667,0.535793,0.098471,-0.262163
7.425000,0.877073,0.507907,-0.267011
7.433333,0.634093,0.177715,-0.225768
7.441667,0.326863,0.087708,-0.186638
7.450000,0.186776,-0.080643,-0.207880
7.458333,0.149650,0.010087,-0.114981
7.466667,0.113882,-0.059661,-0.118959
7.475000,0.128034,-0.006098,-0.117901
7.483333,0.338789,0.182422,-0.071812
7.491667,0.369357,0.040791,-0.021940
7.500000,0.014758,-0.147523,-0.028136
7.508333,-0.522508,-0.459970,0.100843
7.516667,-0.270788,-0.250854,0.035715
7.525000,-0.188410,-0.215237,0.143326
7.533333,-0.338336,-0.065745,0.180552
7.541667,-0.159062,-0.063162,0.133724
7.550000,-0.287043,-0.148300,0.223966
7.558333,-0.408250,-0.222103,0.275317
7.566667,-0.812629,-0.355358,0.301202
7.575000,-0.766571,-0.503592,0.322263
7.583333,-0.662352,-0.250952,0.329059
7.591667,-0.237090,-0.021544,0.238201
7.600000,-0.462923,-0.237345,0.237681
7.608333,-0.596805,-0.254352,0.283138
7.616667,-0.628554,-0.039123,0.267587
7.625000,-0.623618,-0.385090,0.218387
7.633333,-0.972237,-0.506140,0.287761
7.641667,-0.781315,-0.454223,0.249114
7.650000,-0.277827,-0.022095,0.193350
7.658333,-0.094768,0.035153,0.236768
7.666667,-0.381036,-0.049891,0.201735
7.675000,-0.451708,-0.192530,0.135167
7.683333,-0.548067,-0.180377,0.191070
7.691667,-0.631748,-0.285726,0.100058
7.700000,-0.423703,-0.119730,0.120920
7.708333,0.038118,0.015070,0.152129
7.716667,0.310138,0.341415,0.078292
7.725000,0.148797,0.290736,0.085125
7.733333,-0.119650,-0.075365,0.085032
7.741667,0.054187,-0.073859,0.101129
7.750000,-0.093855,-0.026634,0.127646
7.758333,0.167305,-0.005540,0.180664
7.766667,0.360051,0.195769,0.164353
7.775000,0.534879,0.317463,0.207031
7.783333,0.664575,0.431394,0.239811
7.791667,0.650370,0.349176,0.310346
7.800000,0.232938,-0.076584,0.363477
7.808333,0.174495,0.013084,0.342256
7.816667,0.387616,0.193713,0.439535
7.825000,0.700834,0.197214,0.493209
7.833333,0.679448,0.378610,0.497319
7.841667,1.048972,0.541996,0.531146
7.850000,0.777976,0.444675,0.566571
7.858333,0.192099,-0.020216,0.569814
7.866667,0.244768,-0.113944,0.657212
7.875000,0.354534,0.108430,0.644508
7.883333,0.493266,0.322801,0.692494
7.891667,0.572140,0.316415,0.760315
7.900000,0.764419,0.174854,0.721550
7.908333,0.685721,0.200198,0.752752
7.916667,0.357136,0.089432,0.730535
7.925000,-0.173890,-0.307752,0.689971
7.933333,-0.161239,-0.059350,0.702180
7.941667,0.306871,0.123302,0.694124
7.950000,0.289883,0.083211,0.752229
7.958333,0.021655,0.192383,0.738132
7.966667,-0.107197,-0.061904,0.677261
7.975000,-0.308213,-0.010355,0.655810
7.983333,-0.380369,-0.309757,0.649756
7.991667,-0.577325,-0.338985,0.653950
8.000000,-0.224801,-0.155877,0.632293
8.008333,-0.105981,0.025455,0.609770
8.016667,-0.280208,0.094539,0.580995
8.025000,-0.623044,-0.267558,0.596308
8.033333,-0.721460,-0.141945,0.690309
8.041667,-0.536240,-0.354842,0.649890
8.050000,-0.997265,-0.532721,0.643220
8.058333,-0.874489,-0.320096,0.687920
8.066667,-0.274684,-0.054977,0.754662
8.075000,-0.212911,-0.013011,0.790005
8.083333,-0.455604,-0.103831,0.841591
8.091667,-0.875791,-0.436981,0.869742
8.100000,-0.731074,-0.296260,0.838812
8.108333,-0.599559,-0.413127,0.966856
8.116667,-0.571181,-0.259863,1.015662
8.125000,-0.437274,-0.131661,1.077231
8.133333,0.117760,0.015091,1.050768
8.141667,-0.121912,0.069295,1.130640
8.150000,-0.301008,-0.257459,1.215638
8.158333,-0.390972,-0.299338,1.201250
8.166667,-0.161536,-0.142837,1.240751
8.175000,0.069269,-0.149350,1.267716
8.183333,0.116775,0.028270,1.302474
8.191667,0.163745,0.190084,1.379597
8.200000,0.567347,0.191662,1.367674
8.208333,0.238492,-0.086385,1.432630
8.216667,-0.269180,-0.253669,1.385289
8.225000,0.005656,-0.005688,1.416004
8.233333,0.426529,0.128449,1.454186
8.241667,0.735689,0.357497,1.452292
8.250000,0.707358,0.194723,1.384724
8.258333,0.731248,0.216989,1.423604
8.266667,0.616818,0.141845,1.430727
8.275000,0.399310,0.108865,1.401268
8.283333,0.265920,0.028810,1.336025
8.291667,0.707450,0.308587,1.286800
8.300000,0.898434,0.363873,1.367128
8.308333,0.847117,0.519183,1.303191
8.316667,0.520670,0.232245,1.280571
8.325000,0.610075,0.250579,1.343696
8.333333,0.480493,0.103676,1.310663
8.341667,0.308492,-0.010900,1.323366
8.350000,0.369234,-0.024673,1.237179
8.358333,0.647874,0.351152,1.331001
8.366667,0.830274,0.580730,1.320103
8.375000,0.228279,0.182413,1.336155
8.383333,0.243082,0.044274,1.314224
8.391667,0.097180,0.058097,1.331058
8.400000,-0.220299,0.098117,1.431193
8.408333,-0.324628,-0.070061,1.439002
8.416667,0.158013,0.051046,1.433739
8.425000,0.413147,0.411931,1.522448
8.433333,0.151962,0.089137,1.505308
8.441667,-0.418677,-0.214513,1.485863
8.450000,-0.698104,-0.144927,1.543391
8.458333,-0.356645,-0.117418,1.520358
8.466667,-0.527068,-0.256836,1.596805
8.475000,-0.632239,-0.257027,1.584754
8.483333,-0.406146,-0.094548,1.683239
8.491667,-0.036089,0.064327,1.611747
8.500000,-0.676517,-0.110466,1.631449
8.508333,-1.112761,-0.391918,1.690583
8.516667,-0.888674,-0.376947,1.688098
8.525000,-0.680615,-0.158082,1.614652
8.533333,-0.453073,-0.164508,1.613123
8.541667,-0.544771,-0.284705,1.611762
8.550000,-0.337928,-0.201928,1.619669
8.558333,-0.435974,-0.109067,1.588529
8.566667,-0.849200,-0.468239,1.492759
8.575000,-0.739618,-0.508556,1.424375
8.583333,-0.605266,-0.299048,1.440170
8.591667,-0.086703,-0.199982,1.413454
8.600000,0.047739,-0.103251,1.333924
8.608333,0.025365,-0.031793,1.282053
8.616667,-0.069270,-0.179686,1.182862
8.625000,-0.080533,-0.330408,1.232381
8.633333,-0.408613,-0.461953,1.164985
8.641667,-0.186640,-0.344965,1.086918
8.650000,0.429606,0.005957,1.080399
8.658333,0.432345,0.119042,0.983081
8.666667,0.346717,0.089846,0.972289
8.675000,0.383755,0.063224,0.983694
8.683333,0.292269,0.138946,0.975333
8.691667,0.250544,-0.003017,0.887354
8.700000,0.236218,-0.093758,0.949299
8.708333,0.442076,0.247562,0.938948
8.716667,0.875474,0.503299,0.956763
8.725000,0.937819,0.371004,0.950220
8.733333,0.507406,0.129547,0.953218
8.741667,0.271421,0.214070,0.864620
8.750000,0.590793,0.286212,0.951954
8.758333,0.305432,0.291217,0.874312
8.766667,0.655195,0.178948,0.899910
8.775000,0.874936,0.493275,0.953007
8.783333,0.994022,0.532352,0.868609
8.791667,0.653381,0.256562,0.886099
8.800000,0.182746,0.161900,0.851506
8.808333,0.037380,0.226136,0.865870
8.816667,0.410559,0.361935,0.832139
8.825000,0.236333,0.370615,0.906585
8.833333,0.506026,0.328977,0.793680
8.841667,0.525259,0.561146,0.817735
8.850000,0.212195,0.410518,0.759727
8.858333,-0.118954,0.105093,0.660329
8.866667,-0.421873,-0.153927,0.621870
8.875000,-0.273732,-0.036239,0.649246
8.883333,-0.206056,0.211381,0.535521
8.891667,-0.239604,0.049745,0.520063
8.900000,0.014657,0.151471,0.491792
8.908333,-0.025074,0.109185,0.347652
8.916667,-0.329215,-0.195381,0.278850
8.925000,-0.723889,-0.304114,0.235171
8.933333,-0.794161,-0.325961,0.179214
8.941667,-0.339596,-0.016270,0.169754
8.950000,-0.413546,-0.163990,0.115689
8.958333,-0.458413,-0.126054,0.037488
8.966667,-0.581551,-0.168718,0.061563
8.975000,-0.685693,-0.441756,-0.029623
8.983333,-0.717937,-0.504223,0.014316
8.991667,-1.014630,-0.647739,-0.009682
9.000000,-0.490096,-0.460548,0.007295
9.008333,-0.343137,-0.178678,-0.040189
9.016667,-0.126294,-0.162865,-0.025153
9.025000,-0.483321,-0.414143,-0.051908
9.033333,-0.362078,-0.499478,-0.071270
9.041667,-0.580834,-0.558409,-0.026733
9.050000,-0.605207,-0.513181,0.009513
9.058333,-0.547969,-0.366911,-0.052879
9.066667,0.098685,-0.082398,-0.069913
9.075000,0.401229,-0.021897,-0.023042
9.083333,-0.128359,-0.296037,0.051906
9.091667,-0.267530,-0.241120,0.001757
9.100000,-0.057022,-0.309779,0.029007
9.108333,-0.018812,-0.170101,0.000397
9.116667,-0.008023,-0.093143,0.007327
9.125000,0.522659,0.030845,0.035737
9.133333,0.744420,0.321577,-0.002676
9.141667,0.693111,0.276582,0.051154
9.150000,0.158791,-0.106055,0.049886
9.158333,0.275103,-0.055933,-0.048703
9.166667,0.563987,0.257748,-0.016231
9.175000,0.642841,0.223826,-0.028674
9.183333,0.551676,0.414712,-0.093360
9.191667,0.757511,0.564344,-0.102878
9.200000,1.011097,0.620776,-0.187687
9.208333,0.663490,0.424927,-0.208705
9.216667,0.238293,0.155819,-0.220932
9.225000,0.225645,0.339381,-0.309011
9.233333,0.567062,0.501800,-0.316736
9.241667,0.752674,0.702506,-0.324098
9.250000,0.625387,0.566890,-0.406764
9.258333,0.623532,0.487688,-0.450195
9.266667,0.494161,0.495526,-0.482468
9.275000,0.218314,0.089254,-0.522164
9.283333,-0.135258,0.086489,-0.553995
9.291667,0.215024,0.287768,-0.544642
9.300000,0.532550,0.528425,-0.510837
9.308333,0.378063,0.481326,-0.510770
9.316667,0.049021,0.219785,-0.529873
9.325000,0.059517,0.291470,-0.542943
9.333333,-0.163070,0.089232,-0.485801
9.341667,-0.427242,-0.272018,-0.449290
9.350000,-0.304712,-0.222449,-0.489732
9.358333,-0.233154,0.215467,-0.375947
9.366667,0.165253,0.159568,-0.372121
9.375000,-0.460862,0.009389,-0.326415
9.383333,-0.709716,-0.401311,-0.375480
9.391667,-0.616702,-0.389300,-0.273409
9.400000,-0.662608,-0.564536,-0.296979
9.408333,-0.889134,-0.495209,-0.229095
9.416667,-0.605759,-0.381086,-0.249677
9.425000,-0.043048,-0.253449,-0.183355
9.433333,-0.270411,-0.380661,-0.228172
9.441667,-0.723179,-0.461158,-0.234388
9.450000,-0.754471,-0.658092,-0.171853
9.458333,-0.721448,-0.552259,-0.238628
9.466667,-0.736598,-0.490623,-0.258523
9.475000,-0.440702,-0.394091,-0.199291
9.483333,-0.103579,-0.289935,-0.216667
9.491667,-0.008646,-0.151169,-0.244981
9.500000,-0.201021,-0.439948,-0.237480
9.508333,-0.701727,-0.774676,-0.298587
9.516667,-0.383836,-0.469859,-0.311963
9.525000,-0.112118,-0.251054,-0.327629
9.533333,0.132738,-0.164554,-0.416010
9.541667,0.218870,-0.214619,-0.383487
9.550000,0.236321,-0.007782,-0.443828
9.558333,0.386196,-0.028578,-0.406039
9.566667,-0.079021,-0.236962,-0.485212
9.575000,-0.138188,-0.172027,-0.456973
9.583333,0.233385,0.107923,-0.494130
9.591667,0.707621,0.415865,-0.551907
9.600000,0.691850,0.350597,-0.469990
9.608333,0.688056,0.449758,-0.455633
9.616667,0.656639,0.447012,-0.458911
9.625000,0.379351,0.177306,-0.453359
9.633333,0.224267,0.201682,-0.505070
9.641667,0.203842,0.273881,-0.481805
9.650000,0.781419,0.650124,-0.428556
9.658333,1.068082,0.718388,-0.390853
9.666667,0.644223,0.724518,-0.309105
9.675000,0.510242,0.565108,-0.377329
9.683333,0.449185,0.513942,-0.309597
9.691667,0.349359,0.317952,-0.270156
9.700000,0.143811,0.390289,-0.194549
9.708333,0.434240,0.643823,-0.222124
9.716667,0.761471,0.779276,-0.138397
9.725000,0.568810,0.662711,-0.166661
9.733333,0.397809,0.442801,-0.137789
9.741667,0.234319,0.204020,-0.104842
9.750000,-0.093698,0.167278,-0.040946
9.758333,-0.138140,0.173579,-0.018039
9.766667,-0.125876,0.159278,-0.010728
9.775000,0.226477,0.329797,-0.032083
9.783333,0.256768,0.495699,0.007056
9.791667,0.032509,0.064480,-0.055741
9.800000,-0.369701,-0.276307,-0.012692
9.808333,-0.632659,-0.169090,-0.031924
9.816667,-0.498188,-0.129984,-0.082524
9.825000,-0.545299,-0.309395,-0.105874
9.833333,-0.289686,-0.256350,-0.080000
9.841667,-0.009927,-0.033496,-0.164587
9.850000,-0.198347,-0.172314,-0.129447
9.858333,-0.729877,-0.589893,-0.157655
9.866667,-0.969297,-0.858133,-0.246894
9.875000,-0.789503,-0.590662,-0.203579
9.883333,-0.616081,-0.380792,-0.228919
9.891667,-0.631639,-0.510310,-0.295458
9.900000,-0.390481,-0.448355,-0.244607
9.908333,-0.405185,-0.360432,-0.216209
9.916667,-0.666891,-0.595273,-0.304947
9.925000,-0.849633,-0.732637,-0.194887
9.933333,-0.812214,-0.801264,-0.289958
9.941667,-0.225207,-0.508566,-0.225061
9.950000,-0.206067,-0.248840,-0.255483
9.958333,-0.035605,-0.231405,-0.145424
9.966667,-0.325248,-0.391922,-0.170857
9.975000,-0.076243,-0.384660,-0.147164
9.983333,-0.275450,-0.546517,-0.054400
9.991667,-0.460956,-0.389252,-0.062781
10.000000,-0.129214,-0.215161,-0.043924
10.008333,0.467308,0.061198,0.092775
10.016667,0.389294,0.187425,0.016554
10.025000,0.276357,0.079618,0.064396
10.033333,0.086697,0.101482,0.171677
10.041667,0.144459,0.205411,0.141096
10.050000,0.015664,0.090596,0.196853
10.058333,0.290025,0.275498,0.275905
10.066667,0.846834,0.499530,0.274313
10.075000,0.757540,0.834562,0.234387
10.083333,0.672365,0.554327,0.239345
10.091667,0.279919,0.407242,0.268995
10.100000,0.482878,0.465649,0.238061
10.108333,0.472263,0.468393,0.215305
10.116667,0.548673,0.482154,0.249722
10.125000,0.623953,0.719580,0.194322
10.133333,1.015030,0.777134,0.229076
10.141667,0.943128,0.677365,0.156816
10.150000,0.220810,0.486387,0.183106
10.158333,-0.002559,0.213252,0.178141
10.166667,0.200229,0.518578,0.101576
10.175000,0.290288,0.547582,0.060941
10.183333,0.368677,0.532829,0.049994
10.191667,0.492072,0.566098,0.037054
10.200000,0.507334,0.538914,-0.002296
10.208333,0.271724,0.110149,0.040619
10.216667,-0.286700,-0.194700,-0.014184
10.225000,-0.113913,0.015415,-0.012467
10.233333,-0.091755,0.109151,0.024588
10.241667,-0.059892,0.091914,0.024489
10.250000,0.049113,0.125650,0.073486
10.258333,-0.231175,-0.017379,0.140812
10.266667,-0.216651,-0.071300,0.099307
10.275000,-0.498525,-0.457078,0.143238
10.283333,-0.772152,-0.742766,0.125723
10.291667,-0.396503,-0.399742,0.206723
10.300000,-0.323029,-0.301958,0.260431
10.308333,-0.166291,-0.381306,0.293836
10.316667,-0.573984,-0.485427,0.279156
10.325000,-0.724074,-0.540406,0.387725
10.333333,-0.879311,-0.806696,0.322847
10.341667,-0.960439,-0.868802,0.375960
10.350000,-0.737568,-0.814313,0.425997
10.358333,-0.239422,-0.352845,0.424296
10.366667,-0.268543,-0.293113,0.483933
10.375000,-0.486750,-0.554650,0.510195
10.383333,-0.701724,-0.534480,0.498951
10.391667,-0.476842,-0.496323,0.461917
10.400000,-0.720279,-0.583361,0.455569
10.408333,-0.484102,-0.541276,0.508950
10.416667,-0.084254,-0.399252,0.462009
10.425000,0.136380,-0.119254,0.445310
10.433333,-0.074439,-0.027576,0.513984
10.441667,-0.284844,-0.326582,0.415980
10.450000,-0.241665,-0.307003,0.402725
10.458333,-0.132342,-0.105912,0.415348
10.466667,-0.144805,0.008044,0.432348
10.475000,0.044544,0.010396,0.404676
10.483333,0.657350,0.430360,0.322014
10.491667,0.625076,0.482345,0.259284
10.500000,0.342321,0.305750,0.276999
10.508333,0.210578,0.143097,0.198842
10.516667,0.030821,0.341139,0.285402
10.525000,0.444131,0.506694,0.201163
10.533333,0.535789,0.527121,0.204472
10.541667,0.814113,0.630865,0.163762
10.550000,0.837384,0.896967,0.241217
10.558333,0.760784,0.768543,0.166216
10.566667,0.275940,0.501918,0.211752
10.575000,0.180162,0.309988,0.224183
10.583333,0.556818,0.594783,0.275125
10.591667,0.646973,0.723039,0.272156
10.600000,0.754302,0.780875,0.313108
10.608333,0.788616,0.532595,0.347729
10.616667,0.609613,0.492355,0.342716
10.625000,0.316289,0.476633,0.420676
10.633333,0.121633,0.167157,0.400623
10.641667,0.183286,0.079645,0.421384
10.650000,0.340573,0.335178,0.447939
10.658333,0.417893,0.343433,0.499100
10.666667,0.345485,0.129028,0.513874
10.675000,-0.075981,0.068271,0.507812
10.683333,-0.069226,-0.061312,0.556872
10.691667,-0.295532,-0.299686,0.593011
10.700000,-0.317960,-0.342652,0.546956
10.708333,-0.065909,-0.273863,0.579786
10.716667,0.268445,0.067893,0.523782
10.725000,-0.143926,-0.280059,0.551681
10.733333,-0.518574,-0.391444,0.487804
10.741667,-0.761380,-0.626925,0.528680
10.750000,-0.532662,-0.612899,0.515627
10.758333,-0.643072,-0.686185,0.425487
10.766667,-0.572112,-0.637648,0.378377
10.775000,-0.334779,-0.347060,0.427650
10.783333,-0.257843,-0.337793,0.383835
10.791667,-0.718251,-0.582724,0.268294
10.800000,-0.957974,-0.941104,0.298099
10.808333,-0.701039,-0.788242,0.228617
10.816667,-0.663175,-0.616732,0.207814
10.825000,-0.526086,-0.652859,0.217258
10.833333,-0.482072,-0.451132,0.134398
10.841667,-0.292902,-0.306844,0.232997
10.850000,-0.308016,-0.248235,0.146649
10.858333,-0.477971,-0.664566,0.167056
10.866667,-0.625381,-0.569058,0.150645
10.875000,-0.428605,-0.337378,0.118145
10.883333,-0.184178,-0.183533,0.104127
