time,chest_lead,accel_magnitude,respiration
2.770833,0.112918,0.117763,-0.966634
2.775000,0.102332,0.075587,-0.982626
2.779167,0.123508,0.094378,-0.961897
2.783333,0.059126,0.154505,-0.991721
2.787500,0.133150,0.195824,-0.997120
2.791667,0.056681,0.154611,-0.981325
2.795833,0.141856,0.225574,-0.976009
2.800000,0.087488,0.232020,-0.972722
2.804167,0.090509,0.274250,-0.977611
2.808333,0.103134,0.307899,-0.970136
2.812500,0.097726,0.273324,-0.972095
2.816667,0.111195,0.313004,-0.986264
2.820833,0.113291,0.319707,-0.969716
2.825000,0.128906,0.345779,-0.983231
2.829167,0.094001,0.403044,-0.970522
2.833333,0.168644,0.365065,-0.992088
2.837500,0.113720,0.334431,-0.980360
2.841667,0.148943,0.447690,-0.974955
2.845833,0.166797,0.466706,-0.988280
2.850000,0.170271,0.489475,-0.988662
2.854167,0.135858,0.419990,-1.002410
2.858333,0.190606,0.425501,-1.002918
2.862500,0.149516,0.500598,-0.995479
2.866667,0.232490,0.501316,-0.989581
2.870833,0.225065,0.467221,-0.973391
2.875000,0.199382,0.439904,-0.983530
2.879167,0.166213,0.479109,-0.978542
2.883333,0.173856,0.481597,-1.001452
2.887500,0.198785,0.466515,-0.972994
2.891667,0.176608,0.491952,-0.971006
2.895833,0.243001,0.575118,-0.976190
2.900000,0.215621,0.509069,-0.999516
2.904167,0.234396,0.470469,-0.999935
2.908333,0.260163,0.549773,-0.965768
2.912500,0.261995,0.563786,-0.969854
2.916667,0.273936,0.461783,-0.968997
2.920833,0.201627,0.452411,-0.974218
2.925000,0.176839,0.485056,-0.994890
2.929167,0.186814,0.445476,-0.969820
2.933333,0.258015,0.471368,-0.966872
2.937500,0.263398,0.526700,-0.994443
2.941667,0.163163,0.447632,-0.961247
2.945833,0.158422,0.414117,-0.960858
2.950000,0.176945,0.393182,-0.980854
2.954167,0.231834,0.416120,-0.964948
2.958333,0.190043,0.369936,-0.957306
2.962500,0.090214,0.359589,-0.958321
2.966667,0.165092,0.378413,-0.953114
2.970833,0.138946,0.385021,-0.954053
2.975000,0.087421,0.322310,-0.969294
2.979167,0.131289,0.336447,-0.980812
2.983333,0.132145,0.315831,-0.950193
2.987500,0.113691,0.287551,-0.958863
2.991667,0.053601,0.246705,-0.945989
2.995833,0.023753,0.249216,-0.953400
3.000000,0.006833,0.251775,-0.954091
3.004167,0.104829,0.280307,-0.964947
3.008333,0.006456,0.293620,-0.966140
3.012500,0.073356,0.226345,-0.967413
3.016667,0.021852,0.218550,-0.966657
3.020833,-0.008551,0.207418,-0.932693
3.025000,-0.017247,0.284067,-0.935537
3.029167,-0.055062,0.180657,-0.952583
3.033333,-0.066340,0.193739,-0.956092
3.037500,-0.053884,0.260427,-0.935617
3.041667,0.009446,0.177171,-0.953361
3.045833,0.021481,0.220486,-0.920557
3.050000,0.011559,0.210975,-0.923285
3.054167,0.031153,0.282949,-0.925830
3.058333,-0.092388,0.247305,-0.920569
3.062500,-0.090299,0.277671,-0.940330
3.066667,-0.064627,0.193097,-0.937901
3.070833,0.005754,0.209475,-0.922275
3.075000,-0.096751,0.275818,-0.930817
3.079167,-0.130496,0.290818,-0.907405
3.083333,-0.088939,0.322521,-0.931507
3.087500,-0.086690,0.283471,-0.926731
3.091667,-0.033872,0.283258,-0.916709
3.095833,-0.080511,0.306078,-0.925134
3.100000,-0.049301,0.311631,-0.903800
3.104167,-0.059665,0.328324,-0.899235
3.108333,-0.073805,0.410852,-0.911771
3.112500,-0.069965,0.352015,-0.884160
3.116667,-0.130373,0.439356,-0.899722
3.120833,-0.091148,0.454787,-0.879087
3.125000,-0.190750,0.416158,-0.892317
3.129167,-0.189742,0.382347,-0.882646
3.133333,-0.201264,0.482172,-0.872302
3.137500,-0.186641,0.475985,-0.886583
3.141667,-0.133741,0.494050,-0.866573
3.145833,-0.151642,0.538172,-0.880787
3.150000,-0.207935,0.520541,-0.870548
3.154167,-0.173503,0.513091,-0.873980
3.158333,-0.133690,0.533395,-0.880835
3.162500,-0.173119,0.602067,-0.853803
3.166667,-0.167276,0.589539,-0.859673
3.170833,-0.123610,0.611485,-0.871474
3.175000,-0.166233,0.578565,-0.843920
3.179167,-0.254750,0.629943,-0.854863
3.183333,-0.164117,0.640797,-0.845952
3.187500,-0.194127,0.565609,-0.838985
3.191667,-0.217818,0.612287,-0.838834
3.195833,-0.181464,0.643755,-0.843512
3.200000,-0.224188,0.615289,-0.831695
3.204167,-0.140773,0.557152,-0.837592
3.208333,-0.257261,0.611017,-0.835803
3.212500,-0.229226,0.662420,-0.810245
3.216667,-0.174570,0.563488,-0.815073
3.220833,-0.216565,0.619124,-0.813384
3.225000,-0.159655,0.584805,-0.820970
3.229167,-0.220256,0.540012,-0.792377
3.233333,-0.147137,0.633214,-0.805437
3.237500,-0.147580,0.626215,-0.793827
3.241667,-0.189473,0.565163,-0.807702
3.245833,-0.159871,0.563144,-0.777267
3.250000,-0.134421,0.586438,-0.781877
3.254167,-0.175675,0.478578,-0.784435
3.258333,-0.130846,0.515970,-0.783256
3.262500,-0.206003,0.545633,-0.763028
3.266667,-0.086357,0.530535,-0.769494
3.270833,-0.126133,0.468048,-0.766533
3.275000,-0.145317,0.399455,-0.760907
3.279167,-0.086132,0.492575,-0.768899
3.283333,-0.028557,0.368609,-0.753669
3.287500,-0.005812,0.458238,-0.729269
3.291667,-0.052566,0.427212,-0.740746
3.295833,-0.085754,0.424548,-0.743785
3.300000,-0.012096,0.371466,-0.738855
3.304167,-0.017599,0.394920,-0.735796
3.308333,-0.064379,0.334550,-0.709987
3.312500,-0.007156,0.272353,-0.721980
3.316667,-0.010093,0.341856,-0.703569
3.320833,-0.013690,0.276176,-0.725355
3.325000,-0.081819,0.346077,-0.694275
3.329167,-0.004704,0.338556,-0.709115
3.333333,-0.011840,0.308856,-0.678986
3.337500,0.044655,0.269796,-0.676456
3.341667,-0.000837,0.285973,-0.673471
3.345833,-0.016008,0.264869,-0.679846
3.350000,0.050682,0.245958,-0.660015
3.354167,-0.004924,0.293151,-0.656465
3.358333,0.071052,0.203869,-0.670349
3.362500,0.044837,0.296348,-0.662742
3.366667,0.025065,0.281238,-0.645826
3.370833,0.006724,0.288825,-0.669439
3.375000,0.076262,0.319361,-0.640256
3.379167,0.028242,0.301778,-0.627376
3.383333,0.025122,0.328190,-0.638661
3.387500,0.040301,0.225120,-0.616591
3.391667,0.034676,0.275725,-0.640613
3.395833,0.122089,0.296545,-0.626663
3.400000,0.037850,0.299304,-0.622744
3.404167,0.150928,0.334296,-0.618546
3.408333,0.045816,0.314772,-0.613325
3.412500,0.029020,0.394271,-0.586108
3.416667,0.118871,0.414391,-0.598419
3.420833,0.086238,0.379647,-0.578946
3.425000,-0.001850,0.366614,-0.574242
3.429167,0.001238,0.448760,-0.573895
3.433333,-0.019230,0.434585,-0.575002
3.437500,-0.040010,0.401124,-0.578739
3.441667,0.026102,0.449299,-0.562731
3.445833,0.155382,0.440649,-0.554085
3.450000,0.348113,0.535131,-0.552716
3.454167,0.548149,0.544496,-0.532542
3.458333,0.689971,0.482539,-0.526328
3.462500,0.954028,0.551461,-0.519985
3.466667,1.169039,0.536952,-0.512706
3.470833,1.251725,0.568866,-0.513034
3.475000,1.166520,0.555480,-0.524293
3.479167,1.011800,0.630928,-0.517351
3.483333,0.724869,0.592327,-0.494879
3.487500,0.467382,0.605174,-0.513907
3.491667,0.244073,0.622221,-0.483688
3.495833,0.020656,0.575556,-0.505204
3.500000,-0.089834,0.653854,-0.466937
3.504167,-0.050674,0.674055,-0.464569
3.508333,-0.080989,0.660822,-0.483100
3.512500,-0.003683,0.670709,-0.474511
3.516667,-0.017623,0.654593,-0.460577
3.520833,0.069931,0.583369,-0.448398
3.525000,0.012207,0.613776,-0.452618
3.529167,0.006186,0.579262,-0.432143
3.533333,0.007697,0.605660,-0.438366
3.537500,0.097016,0.572433,-0.427663
3.541667,0.108901,0.646327,-0.424650
3.545833,0.081394,0.612348,-0.421098
3.550000,0.081789,0.576303,-0.424444
3.554167,0.054011,0.601837,-0.405854
3.558333,0.116775,0.638552,-0.400980
3.562500,0.093532,0.603339,-0.380986
3.566667,0.097613,0.526428,-0.389111
3.570833,0.023786,0.549912,-0.389301
3.575000,0.107349,0.510651,-0.363050
3.579167,0.026298,0.570061,-0.377409
3.583333,0.048204,0.563541,-0.369897
3.587500,0.150078,0.532333,-0.363439
3.591667,0.119221,0.446358,-0.358478
3.595833,0.032800,0.499486,-0.343997
3.600000,0.081708,0.477323,-0.341775
3.604167,0.130117,0.447040,-0.345707
3.608333,0.151532,0.440061,-0.329478
3.612500,0.082204,0.486263,-0.312878
3.616667,0.123912,0.368242,-0.319808
3.620833,0.158966,0.409823,-0.320208
3.625000,0.159877,0.446377,-0.291688
3.629167,0.150577,0.402901,-0.294815
3.633333,0.180811,0.384349,-0.298253
3.637500,0.201209,0.338991,-0.278362
3.641667,0.195824,0.383989,-0.290639
3.645833,0.259550,0.335941,-0.267586
3.650000,0.207245,0.349853,-0.246209
3.654167,0.215511,0.336965,-0.253825
3.658333,0.270663,0.319937,-0.254655
3.662500,0.230038,0.407157,-0.259319
3.666667,0.236807,0.352551,-0.235303
3.670833,0.324303,0.307564,-0.236561
3.675000,0.337714,0.355598,-0.218165
3.679167,0.269319,0.398839,-0.218421
3.683333,0.354328,0.422478,-0.212803
3.687500,0.309227,0.331675,-0.208015
3.691667,0.319897,0.430075,-0.214457
3.695833,0.260921,0.428155,-0.177887
3.700000,0.328300,0.359604,-0.183410
3.704167,0.278612,0.387093,-0.179379
3.708333,0.339150,0.407672,-0.185273
3.712500,0.255469,0.484007,-0.148840
3.716667,0.341969,0.433950,-0.176073
3.720833,0.324146,0.473460,-0.137084
3.725000,0.243281,0.457561,-0.154545
3.729167,0.279701,0.487458,-0.135357
3.733333,0.221991,0.489138,-0.121595
3.737500,0.299685,0.561765,-0.116067
3.741667,0.286070,0.612362,-0.134883
3.745833,0.272413,0.547212,-0.104915
3.750000,0.187902,0.671019,-0.121605
3.754167,0.284204,0.665118,-0.098073
3.758333,0.189981,0.691386,-0.077753
3.762500,0.193743,0.705646,-0.084206
3.766667,0.152579,0.640375,-0.073726
3.770833,0.232264,0.766564,-0.080118
3.775000,0.187643,0.758483,-0.051260
3.779167,0.087257,0.713526,-0.047072
3.783333,0.159655,0.823563,-0.063240
3.787500,0.091325,0.757449,-0.060739
3.791667,0.131034,0.833129,-0.030240
3.795833,0.131381,0.858740,-0.048492
3.800000,0.071546,0.882389,-0.023050
3.804167,0.068659,0.872691,-0.037257
3.808333,0.100557,0.902238,-0.026769
3.812500,0.060110,0.873830,-0.005123
3.816667,0.032251,0.837421,-0.017857
3.820833,-0.029188,0.924950,-0.011437
3.825000,-0.031299,0.905078,0.024960
3.829167,0.038734,0.937183,0.031328
3.833333,-0.038467,0.944761,0.006163
3.837500,-0.068703,0.954231,0.014959
3.841667,0.008729,0.919022,0.023878
3.845833,-0.052640,0.889674,0.039635
3.850000,-0.102238,0.944325,0.059539
3.854167,0.003322,0.965933,0.070082
3.858333,-0.055059,0.962537,0.064114
3.862500,-0.074666,0.897077,0.075325
3.866667,-0.121019,0.888399,0.083302
3.870833,-0.125026,0.892902,0.081959
3.875000,-0.089034,0.890335,0.085050
3.879167,-0.149224,0.853977,0.099693
3.883333,-0.172023,0.849484,0.102185
3.887500,-0.082405,0.837417,0.096450
3.891667,-0.087127,0.889450,0.114740
3.895833,-0.220929,0.862723,0.122738
3.900000,-0.151658,0.903386,0.109944
3.904167,-0.200793,0.861515,0.145252
3.908333,-0.135610,0.798861,0.124606
3.912500,-0.169614,0.811953,0.143305
3.916667,-0.134539,0.847492,0.164784
3.920833,-0.124847,0.823098,0.146734
3.925000,-0.171906,0.814804,0.165603
3.929167,-0.202103,0.735586,0.185424
3.933333,-0.190141,0.762350,0.183891
3.937500,-0.226821,0.798451,0.184526
3.941667,-0.217987,0.784466,0.195528
3.945833,-0.272644,0.709989,0.196107
3.950000,-0.261573,0.794540,0.191659
3.954167,-0.201358,0.771136,0.196939
3.958333,-0.241634,0.789193,0.230083
3.962500,-0.198538,0.760062,0.231547
3.966667,-0.243415,0.787082,0.219543
3.970833,-0.207164,0.752565,0.218064
3.975000,-0.200418,0.797192,0.234896
3.979167,-0.240312,0.754609,0.246411
3.983333,-0.284686,0.800906,0.243684
3.987500,-0.208999,0.767476,0.250382
3.991667,-0.218052,0.813463,0.264856
3.995833,-0.182587,0.824802,0.264008
4.000000,-0.236082,0.745981,0.264028
4.004167,-0.197580,0.788407,0.277969
4.008333,-0.268927,0.872350,0.292067
4.012500,-0.225152,0.844240,0.291828
4.016667,-0.150734,0.835720,0.312389
4.020833,-0.179192,0.873523,0.323844
4.025000,-0.157857,0.913586,0.325007
4.029167,-0.149575,0.920497,0.314001
4.033333,-0.164027,0.941723,0.325114
4.037500,-0.160277,0.997414,0.333829
4.041667,-0.087513,0.954797,0.351251
4.045833,-0.117629,0.951432,0.332709
4.050000,-0.153075,0.952612,0.357488
4.054167,-0.049392,0.993859,0.357906
4.058333,-0.038609,1.030093,0.366310
4.062500,-0.094256,1.008310,0.381638
4.066667,-0.081865,1.034155,0.359084
4.070833,-0.044056,1.077933,0.361157
4.075000,0.020608,1.158711,0.368965
4.079167,0.021994,1.109366,0.399572
4.083333,-0.010465,1.197816,0.393118
4.087500,0.028032,1.229986,0.414767
4.091667,0.039514,1.247589,0.401536
4.095833,-0.048028,1.224559,0.394766
4.100000,-0.038326,1.179781,0.433027
4.104167,0.025476,1.269017,0.434749
4.108333,0.071949,1.269536,0.439671
4.112500,0.038695,1.295959,0.443754
4.116667,0.039828,1.288031,0.450702
4.120833,0.016117,1.286843,0.433941
4.125000,-0.008323,1.274440,0.457443
4.129167,-0.009746,1.341686,0.448547
4.133333,0.077279,1.351128,0.467094
4.137500,-0.012258,1.289724,0.456497
4.141667,0.011635,1.277591,0.486016
4.145833,-0.022454,1.320679,0.485901
4.150000,0.009061,1.265817,0.481303
4.154167,0.069195,1.274545,0.485006
4.158333,0.050169,1.274849,0.490739
4.162500,0.098262,1.350551,0.499292
4.166667,0.050839,1.359375,0.508349
4.170833,0.035288,1.260665,0.520972
4.175000,0.029072,1.310897,0.511244
4.179167,0.031921,1.284443,0.530171
4.183333,0.051581,1.267592,0.522608
4.187500,0.023545,1.239975,0.545644
4.191667,0.128999,1.206068,0.549653
4.195833,0.109224,1.196893,0.546785
4.200000,0.042200,1.268972,0.559635
4.204167,0.016681,1.170081,0.537159
4.208333,0.090970,1.160516,0.538651
4.212500,-0.018380,1.241542,0.576068
4.216667,0.023179,1.208664,0.574659
4.220833,-0.022490,1.165893,0.578822
4.225000,-0.094345,1.116372,0.583386
4.229167,0.032442,1.126810,0.574441
4.233333,0.103030,1.087527,0.572361
4.237500,0.286202,1.091051,0.575966
4.241667,0.422495,1.111522,0.602670
4.245833,0.661856,1.088073,0.607697
4.250000,0.940184,1.094576,0.603040
4.254167,1.066015,1.002696,0.612298
4.258333,1.211917,1.084925,0.613893
4.262500,1.080716,0.980445,0.617573
4.266667,0.961654,1.012768,0.610690
4.270833,0.752308,1.054027,0.632756
4.275000,0.403556,1.028009,0.644483
4.279167,0.151409,0.940510,0.638749
4.283333,-0.007499,0.933460,0.629259
4.287500,-0.126789,0.932347,0.625965
4.291667,-0.197420,0.994279,0.661057
4.295833,-0.146397,1.007056,0.637548
4.300000,-0.057263,0.925587,0.657649
4.304167,-0.038517,0.985184,0.657786
4.308333,0.020905,1.005897,0.668844
4.312500,0.078400,0.924772,0.672408
4.316667,0.085911,0.915707,0.664640
4.320833,0.037672,0.963933,0.690179
4.325000,0.068702,0.935510,0.683539
4.329167,0.077435,1.008179,0.698492
4.333333,0.104170,1.042100,0.685591
4.337500,0.091862,0.971880,0.683986
4.341667,0.064506,1.053716,0.679506
4.345833,0.062141,1.030155,0.688561
4.350000,0.043448,0.974490,0.691555
4.354167,0.116446,0.998339,0.693361
4.358333,0.040853,0.973626,0.707864
4.362500,0.103548,1.019174,0.700341
4.366667,0.089067,0.983891,0.699895
4.370833,0.108066,1.011978,0.731642
4.375000,0.106841,0.992200,0.738980
4.379167,0.111503,1.061455,0.736352
4.383333,0.141624,1.062035,0.711835
4.387500,0.219630,1.066735,0.734605
4.391667,0.181992,1.042074,0.722652
4.395833,0.178411,1.040652,0.737176
4.400000,0.201546,1.090339,0.752834
4.404167,0.179638,1.122879,0.733944
4.408333,0.236522,1.122814,0.732796
4.412500,0.205503,1.038580,0.766814
4.416667,0.219837,1.115130,0.752549
4.420833,0.310747,1.019252,0.771460
4.425000,0.310114,1.086289,0.766915
4.429167,0.260022,1.037377,0.765431
4.433333,0.338395,1.101485,0.768446
4.437500,0.304369,1.016282,0.753084
4.441667,0.370783,1.083801,0.782183
4.445833,0.309351,1.019934,0.786726
4.450000,0.437916,0.995088,0.776751
4.454167,0.424217,0.967494,0.786854
4.458333,0.469418,1.035883,0.780322
4.462500,0.466057,0.941982,0.788309
4.466667,0.426046,0.920494,0.771946
4.470833,0.477620,0.968559,0.796701
4.475000,0.409399,0.918890,0.783014
4.479167,0.403013,0.828652,0.804610
4.483333,0.401167,0.854760,0.803100
4.487500,0.466495,0.814384,0.783713
4.491667,0.454614,0.822063,0.797787
4.495833,0.423766,0.816020,0.803670
4.500000,0.412220,0.691248,0.798485
4.504167,0.415454,0.764602,0.804339
4.508333,0.421196,0.715685,0.803762
4.512500,0.417103,0.666889,0.799135
4.516667,0.446853,0.619077,0.803816
4.520833,0.402917,0.616699,0.831755
4.525000,0.336416,0.505940,0.826611
4.529167,0.390566,0.457534,0.839716
4.533333,0.293306,0.504068,0.840576
4.537500,0.315380,0.407187,0.821903
4.541667,0.316696,0.373491,0.819201
4.545833,0.265526,0.333593,0.846302
4.550000,0.229212,0.292420,0.820325
4.554167,0.309623,0.333289,0.838946
4.558333,0.289702,0.258187,0.840512
4.562500,0.204087,0.236775,0.842295
4.566667,0.244199,0.183568,0.843613
4.570833,0.164584,0.221788,0.823374
4.575000,0.198998,0.143460,0.842911
4.579167,0.127551,0.097041,0.851277
4.583333,0.099690,0.052955,0.847749
4.587500,0.181032,0.042404,0.831900
4.591667,0.093654,0.044506,0.860411
4.595833,0.054937,-0.014764,0.833618
4.600000,0.087613,0.017550,0.833288
4.604167,0.101485,-0.020039,0.842358
4.608333,0.026507,-0.112124,0.836696
4.612500,-0.012683,-0.067450,0.846419
4.616667,0.082685,-0.088454,0.851879
4.620833,0.056380,-0.203583,0.866240
4.625000,-0.005375,-0.175935,0.860290
4.629167,-0.034512,-0.191717,0.843848
4.633333,0.000927,-0.205701,0.866047
4.637500,0.003262,-0.259287,0.860077
4.641667,-0.011764,-0.235895,0.845804
4.645833,-0.109257,-0.191712,0.847905
4.650000,-0.093536,-0.190775,0.843364
4.654167,-0.070303,-0.222728,0.861949
4.658333,-0.041060,-0.319138,0.865557
4.662500,-0.145176,-0.300036,0.875171
4.666667,-0.055036,-0.280074,0.844352
4.670833,-0.101124,-0.314790,0.862242
4.675000,-0.126414,-0.263640,0.867291
4.679167,-0.091294,-0.248147,0.856273
4.683333,-0.189292,-0.355169,0.873485
4.687500,-0.122962,-0.311658,0.872185
4.691667,-0.140649,-0.283982,0.876705
4.695833,-0.107801,-0.295579,0.847067
4.700000,-0.118470,-0.352345,0.859453
4.704167,-0.149184,-0.337958,0.872259
4.708333,-0.115071,-0.295709,0.873547
4.712500,-0.204438,-0.341792,0.863585
4.716667,-0.152231,-0.344549,0.875597
4.720833,-0.124192,-0.346774,0.863840
4.725000,-0.124550,-0.363845,0.858651
4.729167,-0.147704,-0.363858,0.857710
4.733333,-0.219645,-0.392662,0.851038
4.737500,-0.171599,-0.315411,0.863458
4.741667,-0.171949,-0.380942,0.876558
4.745833,-0.130833,-0.321010,0.851089
4.750000,-0.173013,-0.346763,0.876309
4.754167,-0.198581,-0.374140,0.871492
4.758333,-0.113737,-0.443081,0.861401
4.762500,-0.208584,-0.370142,0.866070
4.766667,-0.190166,-0.389349,0.846652
4.770833,-0.089774,-0.409909,0.863830
4.775000,-0.182821,-0.429205,0.854832
4.779167,-0.175509,-0.405549,0.867785
4.783333,-0.116505,-0.483162,0.854203
4.787500,-0.091758,-0.474213,0.837568
4.791667,-0.150481,-0.440770,0.864816
4.795833,-0.106742,-0.550149,0.865253
4.800000,-0.176957,-0.503310,0.837143
4.804167,-0.097168,-0.486360,0.861254
4.808333,-0.160662,-0.532932,0.841157
4.812500,-0.150063,-0.612691,0.834155
4.816667,-0.089695,-0.547492,0.850774
4.820833,-0.030820,-0.593047,0.856544
4.825000,-0.041711,-0.561254,0.849116
4.829167,-0.139694,-0.625565,0.829941
4.833333,-0.066360,-0.691909,0.843865
4.837500,-0.004863,-0.669457,0.846302
4.841667,-0.084246,-0.703826,0.850038
4.845833,-0.025391,-0.704724,0.850656
4.850000,-0.018189,-0.718033,0.844952
4.854167,0.030314,-0.684126,0.848182
4.858333,0.057537,-0.725380,0.816334
4.862500,-0.040349,-0.779425,0.839459
4.866667,0.071214,-0.778486,0.820224
4.870833,0.098992,-0.714273,0.820289
4.875000,0.101733,-0.743514,0.834832
4.879167,-0.001050,-0.762239,0.833229
4.883333,0.058292,-0.825928,0.818143
4.887500,0.117201,-0.806201,0.809472
4.891667,0.127771,-0.814808,0.806493
4.895833,0.060768,-0.829140,0.829031
4.900000,0.098670,-0.777150,0.813671
4.904167,0.069639,-0.742606,0.826650
4.908333,0.140066,-0.785971,0.818680
4.912500,0.111566,-0.786638,0.791671
4.916667,0.112093,-0.761680,0.797172
4.920833,0.113995,-0.737116,0.818082
4.925000,0.049853,-0.728583,0.816610
4.929167,0.100697,-0.767796,0.812709
4.933333,0.090065,-0.723979,0.795566
4.937500,0.040024,-0.764568,0.805884
4.941667,0.070902,-0.750265,0.796303
4.945833,0.058222,-0.673661,0.787609
4.950000,0.087032,-0.697122,0.791850
4.954167,0.066593,-0.625356,0.794171
4.958333,0.111700,-0.625406,0.777194
4.962500,0.054602,-0.562292,0.764331
4.966667,0.035785,-0.541281,0.768482
4.970833,0.087942,-0.553105,0.772373
4.975000,0.046735,-0.587295,0.753196
4.979167,0.066569,-0.516748,0.753048
4.983333,0.085402,-0.435741,0.765208
4.987500,0.038440,-0.466013,0.747694
4.991667,0.015313,-0.476143,0.760770
4.995833,0.035843,-0.359450,0.764161
5.000000,-0.020852,-0.349733,0.735143
5.004167,-0.007857,-0.378879,0.756402
5.008333,0.020526,-0.284660,0.738500
5.012500,0.048197,-0.327792,0.747150
5.016667,0.044120,-0.311896,0.739068
5.020833,-0.022453,-0.290786,0.717314
5.025000,0.023579,-0.190352,0.720959
5.029167,-0.030327,-0.157447,0.726997
5.033333,-0.024108,-0.210008,0.708115
5.037500,-0.097500,-0.105167,0.721385
5.041667,-0.130027,-0.172857,0.718103
5.045833,-0.177366,-0.102637,0.730033
5.050000,-0.128605,-0.097599,0.692716
5.054167,0.019193,-0.093754,0.690092
5.058333,0.216699,-0.029877,0.708697
5.062500,0.373599,-0.031863,0.709719
5.066667,0.664677,-0.040576,0.689607
5.070833,0.841348,0.058539,0.684997
5.075000,1.009392,-0.018627,0.690844
5.079167,1.177427,-0.007291,0.673214
5.083333,1.086613,0.102379,0.688135
5.087500,0.959586,0.073146,0.658775
5.091667,0.735450,0.110969,0.669776
5.095833,0.422341,0.114491,0.653988
5.100000,0.171022,0.081989,0.673316
5.104167,-0.005978,0.041828,0.642271
5.108333,-0.142856,0.075060,0.643533
5.112500,-0.120192,0.059269,0.661086
5.116667,-0.151083,0.085214,0.645113
5.120833,-0.040823,0.145673,0.646411
5.125000,-0.004739,0.147997,0.646080
5.129167,0.074132,0.070543,0.625108
5.133333,0.105517,0.069085,0.631450
5.137500,0.110775,0.095800,0.618059
5.141667,0.125321,0.029903,0.619517
5.145833,0.100099,0.097344,0.621239
5.150000,0.150451,0.045488,0.596769
5.154167,0.153788,0.069127,0.617164
5.158333,0.149338,0.028482,0.587431
5.162500,0.169254,0.011455,0.583256
5.166667,0.182557,0.060802,0.598359
5.170833,0.199667,0.008737,0.596178
5.175000,0.142564,-0.012518,0.597122
5.179167,0.248124,0.065706,0.578675
5.183333,0.235857,0.092237,0.564205
5.187500,0.279714,0.035285,0.565388
5.191667,0.220539,0.060377,0.557453
5.195833,0.206870,0.074409,0.553246
5.200000,0.256152,0.047830,0.568350
5.204167,0.294304,0.059229,0.560781
5.208333,0.362082,-0.029927,0.532950
5.212500,0.345619,0.042755,0.528768
5.216667,0.376098,-0.032708,0.531473
5.220833,0.351732,0.040604,0.528707
5.225000,0.326203,0.012777,0.525572
5.229167,0.413010,0.084775,0.505783
5.233333,0.387529,0.080850,0.505540
5.237500,0.443917,-0.020549,0.512070
5.241667,0.479351,0.082936,0.498416
5.245833,0.475395,0.004931,0.489046
5.250000,0.465600,0.092306,0.482594
5.254167,0.460222,0.027856,0.491195
5.258333,0.436234,0.089382,0.468697
5.262500,0.531461,0.067016,0.471019
5.266667,0.449874,0.157711,0.482774
5.270833,0.497476,0.128422,0.461322
5.275000,0.505682,0.136425,0.448821
5.279167,0.548859,0.218111,0.440572
5.283333,0.514327,0.196555,0.467151
5.287500,0.597629,0.206390,0.462801
5.291667,0.539779,0.184664,0.450448
5.295833,0.463390,0.180722,0.440509
5.300000,0.534351,0.216594,0.413869
5.304167,0.518853,0.266881,0.427180
5.308333,0.495826,0.324080,0.421837
5.312500,0.469482,0.253591,0.415620
5.316667,0.554532,0.282353,0.392883
5.320833,0.479008,0.310075,0.405810
5.325000,0.421344,0.313335,0.380578
5.329167,0.497292,0.422637,0.403564
5.333333,0.445594,0.446122,0.382073
5.337500,0.494641,0.414537,0.382535
5.341667,0.354301,0.366402,0.373796
5.345833,0.325373,0.473891,0.358837
5.350000,0.350255,0.408343,0.356648
5.354167,0.407610,0.480616,0.356589
5.358333,0.329600,0.458933,0.350860
5.362500,0.287948,0.523471,0.358193
5.366667,0.330394,0.521724,0.335603
5.370833,0.278594,0.536777,0.348615
5.375000,0.256387,0.486888,0.342696
5.379167,0.244207,0.510614,0.321097
5.383333,0.257548,0.575249,0.314778
5.387500,0.177088,0.538033,0.296851
5.391667,0.148173,0.486182,0.313568
5.395833,0.169572,0.522714,0.308331
5.400000,0.107242,0.564284,0.277388
5.404167,0.118926,0.480098,0.297039
5.408333,0.118179,0.531082,0.275097
5.412500,0.003700,0.520856,0.258439
5.416667,0.062223,0.567350,0.248762
5.420833,0.092219,0.493387,0.244386
5.425000,-0.015241,0.509690,0.262503
5.429167,-0.047141,0.491643,0.232195
5.433333,-0.043852,0.544474,0.252120
5.437500,0.040486,0.542189,0.250238
5.441667,0.027192,0.526651,0.216779
5.445833,-0.080629,0.493844,0.213219
5.450000,0.015005,0.498007,0.220719
5.454167,-0.007379,0.390382,0.225273
5.458333,-0.097296,0.439459,0.189241
5.462500,-0.051518,0.357128,0.213163
5.466667,-0.104634,0.414027,0.175428
5.470833,-0.050604,0.350410,0.199278
5.475000,-0.060378,0.318117,0.174130
5.479167,-0.114121,0.378080,0.178706
5.483333,-0.137169,0.355529,0.175297
5.487500,-0.117820,0.297792,0.149226
5.491667,-0.051498,0.302615,0.157901
5.495833,-0.149157,0.254756,0.129969
5.500000,-0.107874,0.282404,0.153814
5.504167,-0.097590,0.328837,0.133362
5.508333,-0.108478,0.227382,0.115354
5.512500,-0.084792,0.287784,0.116829
5.516667,-0.077807,0.295834,0.129203
5.520833,-0.107023,0.293065,0.095341
5.525000,-0.022126,0.294631,0.106553
5.529167,-0.095053,0.253087,0.101867
5.533333,-0.081250,0.211926,0.087750
5.537500,-0.077010,0.196336,0.068539
5.541667,-0.092126,0.205033,0.087776
5.545833,-0.060360,0.202168,0.070884
